catalog_record_id,catalog,official_name,country_ids,source_url,catalog_status,review_status,candidate_decision,decision_reason,checked_at,notes
geopark-tabas,unesco_global_geopark,Tabas UNESCO Global Geopark,iran,https://www.unesco.org/en/iggp/tabas-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-burren-cliffs-of-moher,unesco_global_geopark,Burren & Cliffs of Moher UNESCO Global Geopark,ireland,https://www.unesco.org/en/iggp/burren-and-cliffs-moher-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-copper-coast,unesco_global_geopark,Copper Coast UNESCO Global Geopark,ireland,https://www.unesco.org/en/iggp/copper-coast-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cuilcagh-lakelands,unesco_global_geopark,Cuilcagh Lakelands UNESCO Global Geopark,ireland|united-kingdom,https://www.unesco.org/en/iggp/cuilcagh-lakelands-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-joyce-country-and-western-lakes,unesco_global_geopark,Joyce Country and Western Lakes Global Geopark,ireland,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-adamello-brenta,unesco_global_geopark,Adamello-Brenta UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/adamello-brenta-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-alpi-apuane,unesco_global_geopark,Alpi Apuane UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/apuan-alps-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-aspromonte,unesco_global_geopark,Aspromonte UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/aspromonte-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-beigua,unesco_global_geopark,Beigua UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/beigua-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cilento-vallo-di-diano-e-alburni,unesco_global_geopark,"Cilento, Vallo di Diano e Alburni UNESCO Global Geopark",italy,https://www.unesco.org/en/iggp/cilento-vallo-di-diano-e-alburni-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-madonie,unesco_global_geopark,Madonie UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/madonie-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-maiella,unesco_global_geopark,Maiella UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-murgeopark,unesco_global_geopark,MurGEopark UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/murgeopark-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-pollino,unesco_global_geopark,Pollino UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/pollino-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-rocca-di-cerere,unesco_global_geopark,Rocca di Cerere UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/rocca-di-cerere-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sesia-val-grande,unesco_global_geopark,Sesia Val Grande UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/sesia-val-grande-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-tuscan-mining-park,unesco_global_geopark,Tuscan Mining Park UNESCO Global Geopark,italy,https://www.unesco.org/en/iggp/tuscan-mining-park-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-aso,unesco_global_geopark,Aso UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/aso-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-hakusan-tedorigawa,unesco_global_geopark,Hakusan Tedorigawa UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/hakusan-tedorigawa-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-itoigawa,unesco_global_geopark,Itoigawa UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/itoigawa-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-izu-peninsula,unesco_global_geopark,Izu Peninsula UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/izu-peninsula-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mine-akiyoshidai-karst-plateau,unesco_global_geopark,Miné-Akiyoshidai Karst Plateau UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mt-apoi,unesco_global_geopark,Mt. Apoi UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/mt-apoi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-muroto,unesco_global_geopark,Muroto UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/muroto-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-oki-islands,unesco_global_geopark,Oki Islands UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/oki-islands-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-san-in-kaigan,unesco_global_geopark,San'in Kaigan UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/sanin-kaigan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-toya-usu,unesco_global_geopark,Toya - Usu UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/toya-usu-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-unzen-volcanic-area,unesco_global_geopark,Unzen Volcanic Area UNESCO Global Geopark,japan,https://www.unesco.org/en/iggp/unzen-volcanic-area-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mellerdall,unesco_global_geopark,Mëllerdall UNESCO Global Geopark,luxembourg,https://www.unesco.org/en/iggp/mellerdall-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-kinabalu,unesco_global_geopark,Kinabalu UNESCO Global Geopark,malaysia,https://www.unesco.org/en/iggp/kinabalu-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-langkawi,unesco_global_geopark,Langkawi UNESCO Global Geopark,malaysia,https://www.unesco.org/en/iggp/langkawi-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-lenggong,unesco_global_geopark,Lenggong UNESCO Global Geopark,malaysia,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sarawak-delta,unesco_global_geopark,Sarawak Delta UNESCO Global Geopark,malaysia,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-m-goun,unesco_global_geopark,M'Goun UNESCO Global Geopark,morocco,https://www.unesco.org/en/iggp/mgoun-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-de-hondsrug,unesco_global_geopark,De Hondsrug UNESCO Global Geopark,netherlands-kingdom-of-the,https://www.unesco.org/en/iggp/de-hondsrug-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-waitaki-whitestone,unesco_global_geopark,Waitaki Whitestone UNESCO Global Geopark,new-zealand,https://www.unesco.org/en/iggp/waitaki-whitestone-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-gea-norvegica,unesco_global_geopark,Gea Norvegica UNESCO Global Geopark,norway,https://www.unesco.org/en/iggp/gea-norvegica-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-magma,unesco_global_geopark,Magma UNESCO Global Geopark,norway,https://www.unesco.org/en/iggp/magma-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sunnhordland,unesco_global_geopark,Sunnhordland UNESCO Global Geopark,norway,https://www.unesco.org/en/iggp/sunnhordland-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-the-fjord-coast,unesco_global_geopark,The Fjord Coast UNESCO Global Geopark,norway,https://www.unesco.org/en/iggp/fjord-coast-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-trollfjell,unesco_global_geopark,Trollfjell UNESCO Global Geopark,norway,https://www.unesco.org/en/iggp/trollfjell-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-rio-coco,unesco_global_geopark,Rio Coco UNESCO Global Geopark,nicaragua,https://www.unesco.org/en/iggp/rio-coco-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-colca-y-volcanes-de-andagua,unesco_global_geopark,Colca y Volcanes de Andagua UNESCO Global Geopark,peru,https://www.unesco.org/en/iggp/colca-y-volcanes-de-andagua-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-bohol-island,unesco_global_geopark,Bohol Island UNESCO Global Geopark,philippines,https://www.unesco.org/en/iggp/bohol-island-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-holy-cross-mountains,unesco_global_geopark,Holy Cross Mountains UNESCO Global Geopark,poland,https://www.unesco.org/en/iggp/holy-cross-mountains-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-land-of-extinct-volcanoes,unesco_global_geopark,Land of Extinct Volcanoes UNESCO Global Geopark,poland,https://www.unesco.org/en/iggp/land-extinct-volcanoes-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-algarvensis,unesco_global_geopark,Algarvensis UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-arouca,unesco_global_geopark,Arouca UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/arouca-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-azores,unesco_global_geopark,Azores UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/azores-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-estrela,unesco_global_geopark,Estrela UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/estrela-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-naturtejo,unesco_global_geopark,Naturtejo UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/naturtejo-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-oeste,unesco_global_geopark,Oeste UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/oeste-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-terras-de-cavaleiros,unesco_global_geopark,Terras de Cavaleiros UNESCO Global Geopark,portugal,https://www.unesco.org/en/iggp/terras-de-cavaleiros-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cheongsong,unesco_global_geopark,Cheongsong UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/cheongsong-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-danyang,unesco_global_geopark,Danyang UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/danyang-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-gyeongbuk-donghaean,unesco_global_geopark,Gyeongbuk Donghaean UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/gyeongbuk-donghaean-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-hantangang,unesco_global_geopark,Hantangang UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/hantangang-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-jeju-island,unesco_global_geopark,Jeju Island UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/jeju-island-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-jeonbuk-west-coast,unesco_global_geopark,Jeonbuk West Coast UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/jeonbuk-west-coast-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-mudeungsan,unesco_global_geopark,Mudeungsan UNESCO Global Geopark,south-korea,https://www.unesco.org/en/iggp/mudeungsan-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-buzau-land,unesco_global_geopark,Buzău Land UNESCO Global Geopark,romania,https://www.unesco.org/en/iggp/buzau-land-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-hateg,unesco_global_geopark,Haţeg UNESCO Global Geopark,romania,https://www.unesco.org/en/iggp/hateg-country-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-toratau,unesco_global_geopark,Toratau UNESCO Global Geopark,russia,https://www.unesco.org/en/iggp/geoparks#full-list-of-unesco-global-geoparks,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-yangan-tau,unesco_global_geopark,Yangan-Tau UNESCO Global Geopark,russia,https://www.unesco.org/en/iggp/yangan-tau-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-north-riyadh,unesco_global_geopark,North Riyadh UNESCO Global Geopark,saudi-arabia,https://www.unesco.org/en/iggp/north-riyadh-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-salma,unesco_global_geopark,Salma UNESCO Global Geopark,saudi-arabia,https://www.unesco.org/en/iggp/salma-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-djerdap,unesco_global_geopark,Djerdap UNESCO Global Geopark,serbia,https://www.unesco.org/en/iggp/djerdap-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-idrija,unesco_global_geopark,Idrija UNESCO Global Geopark,slovenia,https://www.unesco.org/en/iggp/idrija-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-basque-coast,unesco_global_geopark,Basque Coast UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/basque-coast-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cabo-de-gata-nijar,unesco_global_geopark,Cabo de Gata-Níjar UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/cabo-de-gata-nijar-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-cabo-ortegal,unesco_global_geopark,Cabo Ortegal UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/cabo-ortegal-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-calatrava-volcanoes-ciudad-real,unesco_global_geopark,Calatrava Volcanoes. Ciudad Real UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/calatrava-volcanoes-ciudad-real-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-central-catalonia,unesco_global_geopark,Central Catalonia UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/central-catalonia-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-costa-quebrada,unesco_global_geopark,Costa Quebrada UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/costa-quebrada-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-courel-mountains,unesco_global_geopark,Courel Mountains UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/courel-mountains-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-el-hierro,unesco_global_geopark,El Hierro UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/el-hierro-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-granada,unesco_global_geopark,Granada UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/granada-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-lanzarote-and-chinijo-islands,unesco_global_geopark,Lanzarote and Chinijo Islands UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/lanzarote-and-chinijo-islands-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-las-loras,unesco_global_geopark,Las Loras UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/las-loras-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-maestrazgo,unesco_global_geopark,Maestrazgo UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/maestrazgo-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-molina-alto-tajo,unesco_global_geopark,Molina-Alto Tajo UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/molina-alto-tajo-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-origens,unesco_global_geopark,Origens UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/origens-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sierra-morena-de-sevilla,unesco_global_geopark,Sierra Morena de Sevilla UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/sierra-morena-de-sevilla-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sierras-subbeticas,unesco_global_geopark,Sierras Subbéticas UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/sierras-subbeticas-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-sobrarbe-pirineos,unesco_global_geopark,Sobrarbe-Pirineos UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/sobrarbe-pirineos-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-villuercas-ibores-jara,unesco_global_geopark,Villuercas Ibores Jara UNESCO Global Geopark,spain,https://www.unesco.org/en/iggp/villuercas-ibores-jara-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
geopark-platabergens,unesco_global_geopark,Platåbergens UNESCO Global Geopark,sweden,https://www.unesco.org/en/iggp/platabergens-unesco-global-geopark,active,pending_decomposition,deferred,"Статус геопарка не создаёт одну учебную карточку: требуется выделить конкретную формацию, каньон, пещеру, вулкан или иной физический объект.",2026-09-22,
